09/17/1908,17:18,"Fort Myer, Virginia",Military – U.S.  Army,,Demonstration,Wright Flyer III,,1,2,1,0,"During a demonstration flight,0
07/11/1946,,"Reading, Pennsylvania",Trans Continental and Western Air,513,Training flight,Lockheed L-049 Constellation,NC86513,2040,6,5,0,"The flight crashed due to an in-flight fire caused by failure of a generator lead-through stud installation in the baggage compartment causing intense heat due to electrical arching
07/13/1946,,"Tsinan, China",Central Air Transport,,,Curtiss C-46,,,49,13,0,The aircraft crashed 1 mile from the airfiend shortly after takeoff due to engine failure.
07/17/1946,,"Cuenca, Ecuador",ANDESA,,Guayaquil - Cuenca,Curtiss C-46D-10-CU,HC-SCA,32982,30,30,0,Overshot the runway. The pilot was unable to regain altitude and the plane crashed into a hill and burst into flames.
07/18/1946,21:10,"Goodland, Kansas",Military - U.S. Army Air Corps,,Topeka - Denver,Douglas C-47,,,13,13,0,Crashed into a field during a thunder and lightning storm.
07/20/1946,12:15,Off the Panama coast,Military -  (2) U.S. Army Air Forces,,,Boeing B-17G / Boeing B-17G,4485624/4485626,,20,20,0,"The two aircraft collided in midair, 20 miles north of the Panamanian island of Coiba while searching for a missing plane. Ten died aboard each aircraft."
07/25/1946,,"Bassein, Burma",Military -Royal Air Force,,,Douglas C-47 Dakota,KN585,33219,22,22,0,Crashed into a swamp soon after taking off after suffering structural failure of the left wing in adverse weather conditions.
08/07/1946,,"Oslo, Norway",British European Airways,,Northolt - Oslo,Douglas C-47A-10-DK,G-AHCS,12348,16,3,0,"Flew into trees on Mistberget mountain at 2
08/09/1946,,"Lakehurst, New Jersey",AtlantiCentral Airlines,,AtlantiCity - Newark,Lockheed 18-56 Lodestar,,,6,4,0,Crashed and burned while attempting to glide in for an emergency landing at Lakhurst Field.
08/14/1946,,"Malta-Luqa, Malta",BOAC,,,Douglas C-47A,G-AGHT,10103,5,1,0,"The port engine and
08/20/1946,,"Rouen, France",British Overseas Airways,,,Avro 691 Lancastrian 1,G-AGMF,1186,9,8,0,Descended through clouds and crashed. Premature descent by the crew without establishing their position.  Training flight.
08/21/1946,04:19,"Moline, Illinois",Trans Luxury Airlines,878,Teterboro - Chicago - San Francisco,Douglas C-47-DL,N51878,4542,25,2,0,"While the aircraft was flying near Moline
08/24/1946,,"Cairo, Egypt",Misrair,,,Avro Anson,SU-ADJ,1272,9,6,0,Crashed and caught fire.
09/03/1946,,"Holtug, Denmark",Air France,,Copenhagen - Paris,Douglas DC-3 (C-53D-DO),F-BADB,11714,22,22,0,"Shortly after takeoff
09/04/1946,09:15,"Le Bourget, France",Air France,,Paris - Croydon,Douglas DC-3,F-BAXD,42975,26,20,1,Lost altitude after losing an engine on takeoff  and crashed into a factory yard.
09/05/1946,02:00,"Elko, Nevada",Trans-Luxury Airlines,850,New York City - San Francisco,Douglas DC-3 (C-47-A5-DL),NC57850,9214,22,21,0,The aircraft lost contact with the ground in fog and crashed into a hillside while attempting to land at Elko Airport. A two-year-old boy was the only survivor.
09/06/1946,,"Bathurst, Gambia",British South American Airways,,"Bathrust, - Argentina",Avro 685 York I,G-AHEW,1300,24,24,0
09/07/1946,,"Nome, Alaska",Mt. McKinley Airfreight,,,Douglas C-47A,,,4,4,0,The cargo plane went off course and struck a fog covered mountain as it circled to land.
09/15/1946,,"Estevan, Saskatchewan, Canada",Military - Royal Canadian Air Force,,,Douglas C-47A Dakota,962,12544,21,21,0
09/17/1946,01:17,"Brussels, Belgium",Sabena,,Brussels - Croydon,Douglas C-47-DL,OO-AUR,4549,7,1,0,During its climb the plane rolled and crashed into hangers. Loss of airspeed for undetermined reasons.
01/22/1947,,"Puesto Araujo, Colombia",AVIANCA,,Bogota - Barrancabermeja,Douglas DC-3 ( C-47-DO),C-108,4829,17,17,0,Crashed in the jungles of the Magdalena river valley.
09/18/1946,07:42,"Near Gander, Newfoundland",Sabena,,Brussels - Shannon - Gander - New York City,Douglas DC-4-1009,OO-CBG,42986,44,27,0,The aircraft crashed 24 mi SW of the runway at Gander. Improper approach by pilot in poor weather.
09/19/1946,,"Near Tripoli, Libya",Military -Royal Air Force,,"St. Mawan, England - Almaza, Egypt",Avro Lancaster,NX690,,25,25
09/20/1946,,"Lochi Mountain, China",China National Aviation Corporation,,,,,,31,31,0,"Crashed into a 14
09/25/1946,09:31,Near Hong Kong International Airport,Military - Royal Air Force,,Hong Kong - Singapore,Douglas C-47B-25-DK,KN414,16091/32839,19,19,0,"The aircraft departed Hong Kong, Runway 31
09/27/1946,,"Rio Doce, Brazil",Panair do Brasil,,Belo Horizonte  - Rio de Janerio,Douglas DC-3A-228D,PP-PCH,4087,25,25,0,Crashed into a mountainside north of Rio de Janerio.
10/03/1946,03:30,"Stephenville, Newfoundland",American Overseas Airlines,,Gander - Shannon,Douglas C-54E-5-DO,NC90904,27290,39,39,0,Took off from Gander and flew in a straight line into a mountain ridge 71 miles from the airport. The aircraft was named 'Flagship New England.'  It can be concluded that the captain was not alert to the procedure necessary for a safe climb from the runway. The action of the pilot in maintaining the direction of take-off toward higher terrain over which adequate clearance could not be gained.
10/06/1946,07:30,"Off Penang, Malaya",Military -Royal Air Force,,,Avro 685 York 1,MW125,,21,21,0,Crashed in the Strait of Malacca while en route.
10/07/1946,11:20,"Apeldoorn, The Netherlands",Military - Royal Netherlands Naval Air Service,,,Fairey Firefly MK1,PP526,,1,1,22,The pilot of the single engine fighter made an unauthorized flight to Apeldoorn and began flying low to attract attention. The aircraft lost altitude during a maneuver and crashed into a high school killing 22 on the ground.
10/08/1946,04:33,"Cheyenne, Wyoming",United Air Lines,28,San Francisco - Cheyenne - Chicago,Douglas DC-4,N30051,10471,41,2,0,"After two landing attempts
10/10/1946,,"Near Sefrou, Morocco",Air Ocean,,Paris - Casablanca,Junkers Ju-52/3m,F-BCAA,AAC281,16,16,0,Crashed into a mountain while en route.
10/17/1946,00:57,"Laramie, Wyoming",National Air Transport Services,942,Oakland - Chicago,Douglas DC-3,NC38942,12971,13,13,0,Crashed during a snowstorm into prairie lands while attempting to land at Laramie.  Weather conditions were deteriorating rapidly and worse than predicted. The action of the pilot in maneuvering the aircraft at a dangerously low altitude under extremely adverse weather conditions in an attempt to land.  A contributing factor was the negligence of the pilot in planning a flight into an area in which adverse weather conditions were forecast without making adequate provisions for a suitable alternate airport.
10/17/1946,,"Near Chitral, India",Military - Royal Air Force,,,Douglas C-47B,KN236,15659/27104,11,11,0,"Struck an 11
10/23/1946,,"Gebel Kalamoun, Egypt",Socotra,,Paris - Cairo,Junkers JU-52/3m,F-BCHD,AAC311,24,1,0,The plane crashed into a hill after attempting to make a forced landing after running out of fuel.
11/01/1946,,"St Leger-la-Montagne, France",CTA LanguedoRoussillon,,Paris - Toulouse - Casablanca,AAC-1 Toucan,F-BCAD,284,27,23,0,Crashed into mountains while en route. The pilot descended to lower altitiude to rid the plane of ice.
11/11/1946,03:30,"Cleveland, Ohio",United Air Lines,404,Chicago - Cleveland,Douglas DC-3 (C-53D-DO),N19947,4873,20,2,0,Struck power lines and trees and crashed 500 feet short of the runway. The error of the pilot in establishing an approach toward an area not cleared for landing as a result of having mistaken the end markers of Runway 23 for those of Runway 31. A contributing factor was the failure of the pilot to abandon his attempt to land at Cleveland Airport when confronted with weather conditions below the minimums prescribed for that airport.
11/13/1946,03:41,"Lebec, California",Western Airlines,23,Palmdale - Burbank,Douglas C-53D-DO (DC-3),NC18645,11662,11,11,0,"The aircraft crashed into White Mountain at an elevation of  6
11/13/1946,08:18,"Near Cofre de Perote, Mexico",Empressa Commun. Aéreas de Veracruz,,Mexico City - Veracruz,Douglas DC-3,XA-FOZ,,15,15,0,"Crashed into an 11
11/14/1946,,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,,London - Amsterdam,Douglas C-47A-90 DL (DC-3),PH-TBW,20122,26,26,0,"The flight crashed during a third landing attempt in inclement weather. The pilot
11/16/1946,23:30,North PacifiOcean,Military - U.S. Army Air Forces,,Guam - Iwo Jima,Douglas C-47,,,23,23,0,"Made a 360 degree turn and dove into the sea, 15 miles off Iwo Jima ."
11/26/1946,10:30,"San Jose, Costa Rica",Lineas Aéreas Costarricenses  LACSA,,,Douglas DC-3 (C-47A-90-DL),RX-76,20590,22,22,0,Struck Cedrel mountain while making an approach to San Jose.
11/30/1946,,"El Palomar, Argentina",Fuerza Aérea Argentina,,,Vickers 620 Viking 1,T-1,113,18,5,0,"Following engine failure
12/04/1946,,"Meshed, Iran",Aeroflot,,Meshed - Teheran,Lisunov Li-2,,,24,24,0,Crashed shortly after takeoff from Meshed airport.
12/10/1946,,"Toledo, Washington",Military - U.S. Marine Corps,,"Miramar NAS, California - Sand Point NB, Seattle",Curtiss-Wright R5C-1,39528,,32,32
12/10/1946,13:10,"Near Osaka, Japan",Military - U.S. Army Air Forces,,,Curtiss-Wright C-46F-CU,44-78604,22427,24,24,0,Crashed 3 miles southwest of Itami Air Base shortly after taking off.  Loss of engine power for reasons unknown.
12/14/1946,,"Mt. Banahaur, Philippines",Far Eastern Air Transport,,Grace Park AF - Lucena,Douglas DC-3 (C-47-B-1-DK),PI-C-1,25436/13991,14,12,0,Crashed into tree tops on Mt. Banahaur. The pilot and 1 passenger survived.
12/17/1946,,"Caribbean, AtlantiOcean",Winged Cargo Inc.,,"Kingston, Jamaca - San Jose",Douglas C-47A,NC88876,9249,7,7,0
12/23/1946,,"Near Rio de Janeiro, Brazil",FAMA (Argentina),,London - Buenos Aires.,Avro  685 York I,LV-XIG,1365,21,21,0,"Poor weather at the destination airport forced the crew to divert to Rio de Janeiro. While approaching to land the aircraft flew into a mountain
12/24/1946,19:19,"Near San Diego, California",Western Airlines,44,Holtville - San Diego,Douglas DC-3 ( C-53D-DO),NC45395,42-68715,12,12,0,"Crashed east slope of Cuyapaipe Mountain at 6
12/25/1946,,"Lunghwa, Shanghai, China",China National Aviation Corporation,,,"Curtiss C-46, C-47, DC-3",115,,
12/28/1946,09:19,"Michigan City, Indiana",American Airlines,2207,Buffalo - Chicago,Douglas DC-3 (C-50A-DO),N15577,4805,21,2,0,Crashed after loosing power in both engines due to fuel starvation. The accumulation of carburetor ice following the loss of power in both engines as a result of fuel starvation. The reason for fuel starvation could not be determined.
12/28/1946,,"Walshville, Illinois",Kansas City Southern Skyways,,"Flint, MI - Washville, IL",Douglas C-47A,NC58024,9378,2,2
12/28/1946,02:09,"Near Shannon, Ireland",Trans Continental and Western Air,6963,Paris - Shannon,Lockheed 049 Consellation,NC86505,2026,23,13,0,"Crashed 1 mile from the airport on an island situated on the Fergus River. Inaccurate altimeter reading caused by the reversal of the primary and statisource lines which resulted in the pilot making his approach at too low an altitude. Also
01/03/1947,,"Sao Paulo, Brazil",Panair do Brasil,,,Sikorsky S-43B (flying boat),PP-PBN,4315,14,11,0,Crashed into the Solimoes extension of the Amazon river.
01/05/1947,20:00,"Carmel, New Jersey",Nationwide Air Transport,,Miami - Raleigh - Washington,Douglas DC-3,N50046,34373,23,3,0,"The aircraft diverted from Washington to Millville because of heavy traffiin the Washington area.  Near fuel exhaustion forced the crew to carry out an emergency landing. While maneuvering to find a suitable location during heavy snow
01/05/1947,,"Tsingtao, China",China National Aviation Corporation,,Shanghai - Tsingtao,Douglas DC-4,XT-T51,,38,38,0,Crashed into  a mountain while on approach.
01/11/1947,,"Off Laoag, China",Far Eastern Air Transport,,Shanghai - Manila,Douglas DC-4 (C-54A-DO),PI-C100,3106,42,7,0,The plane ditched into the PacifiOcean 80 miles west of Laoaq after a fire broke out in the No. 2 engine.
01/11/1947,,"Near Lympne, England",British Overseas Airways,,London - Bordeaux,Douglas C-47A-1-DK,G-AGJX,12014,16,8,0,Ran out of fuel and crashed after not being able to land at Bordeaux or Paris and attempting to land at Lympne.  Poor planning and operation by the crew. Poor weather conditions encountered throughout the flight. Crew unfamilar with route.
01/12/1947,01:38,"Near Galax, Virginia",Eastern Air Lines,665,"Akron, OH - Winston/Salem, NC",Douglas DC-3,NC88872,3274,19,18
01/14/1947,09:00,"Near Puebla, Mexico",Military - Mexican Air Force,,Puebla - Oaxaca,Lockheed C-60 Lodestar,60-03,,21,21,0,Crashed and burned moments after takeoff. Failure of the right engine.
01/25/1947,,"Chongqing, China",China National Aviation Corporation,,Canton - Chungking - Hong Kong,Douglas DC-3,,,19,19,0,Crashed into mountains 120 miles south of Chunking.
01/25/1947,,"Croydon, Surrey, England",Spencer Airways / Ceskoslovenske Aerolinie,,Guangzhou - Chongqing,Douglas C-47 / Douglas DC-3,VP-YFD/OK-WDB,19979 / 9503,23,12,0
01/25/1947,,Hong Kong,Philippine Air Lines,,,Douglas C-47A,PI-C12,13508,4,4,0,The cargo plane struck Mt. Parker on approach.,
01/26/1947,15:30,"Copenhagen, Denmark",KLM Royal Dutch Airlines,,Kobenhavn - Stockholm,Douglas C- C47A-30DK,PH-TCR,25479,22,22,0,"During takeoff from Kobenhavn-Kastrup Airport
01/28/1947,,"Near Hankow, China",China National Aviation Corporation,,Shanghai - Hankow - Chungking,Curtiss C-46,,,26,25,0,Crashed while en route about 30 minutes after takeoff.
02/01/1947,,"Near Lisbon, Portugal",Air France,,Paris - Bordeaux - Lisbon,Douglas DC-3C,F-BAXQ,25251,16,15,0,Crashed into Cintra mountain while on approach in poor weather condtions.
02/05/1947,,"Harrington, Delaware",International Air Freight,,"New York, NY - Raleigh, NC",Douglas DC-3,NC54451,13873/25318,3,1
02/06/1947,,"Pedro Bernardo, Spain",Aerovias Cuba International,,Havana - Lisbon - Madrid,Douglas C-54B-15-DO,NC44567,18386,12,12,0,Crashed in Gredos mountain range about 100 miles west of Madrid while en route. The plane was named 'Ruta de Colon.'
02/14/1947,04:20,"Denver, Colorado",Slick Airways,,"Omaha, NE - Denver, CO",Curtiss C-46E,NC59486,2944,2,2
02/15/1947,09:30,"Off Terracina, Italy",Military - Corrieri Aerei Militari,,Rome - Cairo,Savoia-Marchetti SM-95,I-ABQH,41003,16,16,0,Disappeared and crashed into the ocean just off the coast of Terracina in clear weather. On board were an Egyptian Princess and her court. The cause remains unknown although sabotage is a possibility.
02/15/1947,12:18,"Near Bogota, Colombia",AVIANCA,,Barranquilla - Bogota,Douglas DC-4,C-114,10439,53,53,0,"The plane crashed into Mt. El Tabalazo at 10
02/21/1947,16:00,"Chungking, China",Military - Chinese Air Force,,Sichang - Chungking,Douglas C-47,,,21,21,0,Crashed while attempting to land. Ran into heavy icing. One wing broke off.
02/26/1947,,"China Sea, PacifiOcean",Military - Royal Air Force,,Singapore - Siagon,Douglas C-47B,KK120,15129/26574,12,12,0,Disappeared while en route.
03/08/1947,,"Cordillera, Colombia",VIARCO,,Villavicencio - Bogota,Douglas C-47-DL,C-400,4792,9,9,0,Crashed in the Cordillera mountain range while en route.
03/08/1947,,"L'isola di Ischia, Italy",Military - Royal Air Force,,,Douglas C-47B,KK122,15131/26576,13,13,0,Struck a mountain.
03/14/1947,14:00,"Mt. Moucherolles, France",Air France,,Lyons - Nice - Paris,Douglas DC-3 (C-47A-90-DL),F-BAXO,20488,23,23,0,"Flew into 4
03/17/1947,08:05,"Near Medellin, Colombia",TACA,,"Medellin, Colombia - San Jose, Costa Rica",Lockheed 18 Lodestar,YS-28,2450,8,8
03/18/1947,,"Negombo, Sri Lanka",Military - Royal Air Force,,,Avro York C1,MW198,,15,11,0,"Failed engine on takeoff. Could not maintain altitude
04/08/1947,,"Near Caracas, Venezuela",Linea Aeropostal Venezolana,,,Douglas C-47A,YV-C-ALO,,27,27,0,Crashed 40 miles east of Caracas while en route.
04/13/1947,,"Off Dakar, Senegal",British South American Airways,,Lisbon - Dakar,Avro 685 York I,G-AHEZ,1303,15,6,0,The plane crashed while making a third landing attempt. Unwise decision to try a third landing attempt. No approach lights. No radio facilities.
04/22/1947,10:40,"Columbus, Georgia",Delta Air Lines,,,Douglas DC-3 (C-47DL) /Vultee BT-13,N49657 / N55312,9066,10,10,0,"A private plane landed on top of the DC-3 while it was taking off.  After rising to a height of 150 ft.
02/24/1949,08:00,"Near Cuzco, Peru",TAM (Peru),,Cuzco - Lima,Douglas C-47,,,26,22,0,The aircraft lost control and crashed following a blown tire on takeoff.
04/28/1947,23:13,"Near Vancouver, British Columbia, Canada",Trans Canada Air Lines,3,Lethbridge - Vancouver,Lockheed 18 Loadstar,CF-TDF,18-2248,15,15,0
05/11/1947,09:39,"Delaware Bay, New Jersey",Trans Continental and Western Air,,Training,Lockheed L-049 Constellation,NC86508,2029,4,4,0,"Went into a turn and lost control
05/29/1947,,"Hjedinsfjordur, Iceland",Flugefelag,,Reykjavík - Akureyri,Douglas DC-3,TF-ISI,13389,25,25,0,Crashed on the north coast of Iceland in poor weather.
05/29/1947,22:45,"Atsugi, Japan",Military - U.S. Army Air Forces,,,Douglas C-54D-DC (DC-4),42-72553,10658,40,40,0,"Turned the wrong way while attempting to land and slammed into a mountain
05/29/1947,19:05,"La Guardia Airport, Queens, New York",United Air Lines,521,New York City - Cleveland,Douglas C-54B,NC30046,18324,48,43,0
